items,class_code
"Hyundai Verna 1.6 Crdi Sx Plus At BS IV Diesel",231001
"Hyundai Verna 1.6 Crdi Sx(O) At BS IV Diesel",231001
"Hyundai Verna 1.6 Vtvt Sx (O) Anniversary Edition BS IV Petrol",231001
"Hyundai Verna 1.6 Vtvt Sx (O) BS IV Petrol",231001
"Hyundai Verna 1.6 Vtvt Sx BS IV Petrol",231001
"Hyundai Verna 1.6 Vtvt Sx Plus At BS IV Petrol",231001
"Hyundai Verna 1.6 Vtvt Sx(O) At BS IV Petrol",231001
"Hyundai Xcent E BS IV Petrol",231001
"Hyundai Xcent E Crdi BS IV Diesel",231001
"Hyundai Xcent Prime Cng T (Cng + BS IV CNG + Petrol",231001
"Hyundai Xcent Prime Cng T + (Cng + BS IV CNG + Petrol",231001
"Hyundai Xcent Prime T BS IV Petrol",231001
"Hyundai Xcent Prime T Crdi BS IV Diesel",231001
"Hyundai Xcent Prime T+ BS IV Petrol",231001
"Hyundai Xcent Prime T+ Crdi BS IV Diesel",231001
"Hyundai Xcent S 1.2 BS IV Petrol",231001
"Hyundai Xcent S 1.2 Crdi BS IV Diesel",231001
"Hyundai Xcent S At 1.2 BS IV Petrol",231001
"Hyundai Xcent Sx 1.2 (O) BS IV Petrol",231001
"Hyundai Xcent Sx 1.2 BS IV Petrol",231001
"Hyundai Xcent Sx 1.2 Crdi (O) BS IV Diesel",231001
"Hyundai Xcent Sx 1.2 Crdi BS IV Diesel",231001
"Icml Extreme Ld Crdfi Non Ac 9 Seater Bsiv BS IV Diesel",231002
"Icml Extreme Ld Crdfi Ps Ac 9 Seater Bsiii BS IV Diesel",231002
"Icml Extreme Ld Crdfi Ps Ac 9 Seater Bsiv BS IV Diesel",231002
"Icml Extreme Ld Di Non Ac 9 Seater Bsiii BS III Diesel",231002
"Icml Extreme Ld Di Ps Ac 9 Seater Bsiii BS III Diesel",231002
"Icml Extreme Sd Crdfi 9 Seater Bsiii BS III Diesel",231002
"Icml Extreme Sd Crdfi 9 Seater Bsiv BS IV Diesel",231002
"Icml Extreme Sd Di 9 Seater Bsiii BS III Diesel",231002
"Icml Extreme Vd Crdfi 7 Seater Bsiii BS III Diesel",231002
"Icml Extreme Vd Crdfi 7 Seater Bsiv BS IV Diesel",231002
"Icml Extreme Vd Di 7 Seater Bsiii BS III Diesel",231002
"Isuzu Dmax V-Cross High Z BS IV Diesel",231002
"Isuzu Dmax V-Cross Standard BS IV Diesel",231002
"Isuzu Dmax V-Cross Z Prestige BS IV Diesel",231002
"Isuzu Mu-X 4X2 BS IV Diesel",231002
"Isuzu Mu-X 4X4 BS IV Diesel",231002
"Jaguar F-Pace Prestige BS IV Diesel",231002
"Jaguar F-Pace Prestige Petrol BS IV Petrol",231002
"Jaguar F-Type 2.0 Convertible R Dynamic BS IV Petrol",231002
"Jaguar F-Type 2.0 Coupe R Dynamic BS IV Petrol",231002
"Jaguar F-Type 2.0L Convertible BS IV Petrol",231002
"Jaguar F-Type 2.0L Coupe BS IV Petrol",231002
"Jaguar F-Type 5.0 Convertible R  Petrol",231002
"Jaguar F-Type 5.0 Coupe R BS IV Petrol",231002
"Jaguar F-Type Svr Convertible BS IV Petrol",231002
"Jaguar F-Type Svr Coupe BS IV Petrol",231002
"Jaguar Xe S Diesel BS 6 Diesel",231002
"Jaguar Xe S Petrol BS 6 Petrol",231002
"Jaguar Xe Se Diesel BS 6 Diesel",231002
"Jaguar Xe Se Petrol BS 6 Petrol",231002
"Jaguar Xf 2.0 Portfolio BS IV Petrol",231002
"Jaguar Xf 2.0 Portfolio Diesel BS IV Diesel",231002
"Jaguar Xf 2.0 Prestige BS IV Petrol",231002
"Jaguar Xf 2.0 Prestige Diesel BS IV Diesel",231002
"Jaguar Xf 2.0 Pure Diesel BS IV Diesel",231002
"Jaguar Xj 3.0L BS IV Diesel",231002
"Jaguar Xj 3.0L Portfolio BS IV Diesel",231002
"Jaguar Xj 50 BS IV Diesel",231002
"Jeep Compass 1.4 Limited (O) At BS 6 Petrol",231002
"Jeep Compass 1.4 Limited (O) At Petrol Black Pack BS 6 Petrol",231002
"Jeep Compass 1.4 Limited At BS 6 Petrol",231002
"Jeep Compass 1.4 Limited Plus At Petrol BS 6 Petrol",231002
"Jeep Compass 1.4 Longitude (O) At BS 6 Petrol",231002
"Jeep Compass 1.4 Sport BS 6 Petrol",231002
"Jeep Compass 1.4 Sport Plus BS 6 Petrol",231002
"Jeep Compass 2.0 Limited (O) 4X4 Black Pack BS 6 Diesel",231002
"Jeep Compass 2.0 Limited (O) 4X4 BS IV Diesel",231002
"Jeep Compass 2.0 Limited (O) Black Pack BS 6 Diesel",231002
"Jeep Compass 2.0 Limited (O) BS 6 Diesel",231002
"Jeep Compass 2.0 Limited 4X4 BS 6 Diesel",231002
"Jeep Compass 2.0 Limited BS 6 Diesel",231002
"Jeep Compass 2.0 Limited Plus 4X2 Diesel BS 6 Diesel",231002
"Jeep Compass 2.0 Limited Plus 4X4 At BS 6 Diesel",231002
"Jeep Compass 2.0 Limited Plus 4X4 Diesel BS 6 Diesel",231002
"Jeep Compass 2.0 Longitude (O) BS 6 Diesel",231002
"Jeep Compass 2.0 Longitude 4X4 At BS 6 Diesel",231002
"Jeep Compass 2.0 Longitude BS 6 Diesel",231002
"Jeep Compass 2.0 Sport BS 6 Diesel",231002
"Jeep Compass 2.0 Sport Plus BS 6 Diesel",231002
"Jeep Compass Trailhawk 2.0 Trailhawk (O) 4X4 At BS 6 Diesel",231002
"Jeep Compass Trailhawk 2.0 Trailhawk 4X4 At BS 6 Diesel",231002
"Jeep Grand Cherokee Limited BS IV Diesel",231002
"Jeep Grand Cherokee Srt BS IV Petrol",231002
"Jeep Grand Cherokee Summit BS IV Diesel",231002
"Jeep Grand Cherokee Summit Petrol BS IV Petrol",231002
"Jeep Wrangler Unlimited BS 6 Petrol",231002
"Kia Carnival Limousine 7 Str BS 6 Diesel",231002
"Kia Carnival Premium 7 Str BS 6 Diesel",231002
"Kia Carnival Premium 8 Str BS 6 Diesel",231002
"Kia Carnival Prestige 7 Str BS 6 Diesel",231002
"Kia Carnival Prestige 9 (6+3) Str BS 6 Diesel",231002
"Kia Seltos Gtk 1.4 BS 6 Petrol",231002
"Kia Seltos Gtx 1.4 BS 6 Petrol",231002
"Kia Seltos Gtx At 1.4 BS 6 Petrol",231002
"Kia Seltos Gtx Plus 1.4 BS 6 Petrol",231002
"Kia Seltos Hte 1.5 BS 6 Petrol",231002
"Kia Seltos Hte 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htk 1.5 BS 6 Petrol",231002
"Kia Seltos Htk 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htk Plus 1.5 BS 6 Petrol",231002
"Kia Seltos Htk Plus 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htk Plus At 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htx 1.5 BS 6 Petrol",231002
"Kia Seltos Htx 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htx Cvt 1.5 BS 6 Petrol",231002
"Kia Seltos Htx Plus 1.5 Diesel BS 6 Diesel",231002
"Kia Seltos Htx Plus At 1.5 Diesel BS 6 Diesel",231002
"Lamborghini Aventador Lp 700-4 BS IV Petrol",231002
"Lamborghini Aventador Lp700-4 Roadster BS IV Petrol",231002
"Lamborghini Aventador S BS IV Petrol",231002
"Lamborghini Huracan Avio BS IV Petrol",231002
"Lamborghini Huracan Evo BS IV Petrol",231002
"Lamborghini Huracan Evo Rwd BS 6 Petrol",231002
"Lamborghini Huracan Evo Spyder BS IV Petrol",231002
"Lamborghini Huracan Lp 580-2 BS IV Petrol",231002
"Lamborghini Huracan Lp 580-2 Spyder BS IV Petrol",231002
"Lamborghini Huracan Lp 610-4 BS IV Petrol",231002
"Lamborghini Huracan Lp 610-4 Spyder BS IV Petrol",231002
"Lamborghini Huracan Performante BS IV Petrol",231002
"Lamborghini Urus V8 BS IV Petrol",231002
"Land Rover Discovery 3.0 Hse Diesel BS IV Diesel",231002
"Land Rover Discovery 3.0 Hse Luxury Diesel BS IV Diesel",231002
"Land Rover Discovery 3.0 Hse Luxury Petrol BS IV Petrol",231002
"Land Rover Discovery 3.0 Hse Petrol BS IV Petrol",231002
"Land Rover Discovery 3.0 S Diesel BS IV Diesel",231002
"Land Rover Discovery 3.0 S Petrol BS IV Petrol",231002
"Land Rover Discovery 3.0 Se Diesel BS IV Diesel",231002
"Land Rover Discovery 3.0 Se Petrol BS IV Petrol",231002
"Land Rover Discovery Sport R-Dynamic Se BS 6 Diesel",231002
"Land Rover Discovery Sport S BS 6 Diesel",231002
"Land Rover Rover Range 3.0L Tdv6 Vogue Diesel BS IV Diesel",231002
"Land Rover Rover Range 3.0L Tdv6 Vogue Lwb Diesel BS IV Diesel",231002
"Land Rover Rover Range 3.0L V6 Vogue Lwb Petrol BS IV Petrol",231002
"Land Rover Rover Range 3.0L V6 Vogue Se Lwb Petrol BS IV Petrol",231002
"Land Rover Rover Range 4.4L Sdv8 Autobiography Lwb Diesel BS IV Diesel",231002
"Land Rover Rover Range 4.4L Sdv8 Svautobiography Lwb Diesel BS IV Diesel",231002
"Land Rover Rover Range 4.4L Sdv8 Vogue Se Lwb Diesel BS IV Diesel",231002
"Land Rover Rover Range 5.0L V8 Autobiography Petrol BS IV Petrol",231002
"Land Rover Rover Range 5.0L V8 Svautobiography Dynamic Petrol BS IV Petrol",231002
"Land Rover Rover Range 5.0L V8 Svautobiography Lwb Petrol BS IV Petrol",231002
"Land Rover Rover Range Evoque Convertible 2.0 Hse Dynamic BS IV Petrol",231002
"Land Rover Rover Range Evoque S BS 6 Diesel",231002
"Land Rover Rover Range Evoque S Petrol BS 6 Petrol",231002
"Land Rover Rover Range Evoque Se R-Dynamic BS 6 Diesel",231002
"Land Rover Rover Range Evoque Se R-Dynamic Petrol BS 6 Petrol",231002
"Land Rover Rover Range Sport 2.0L Hse Petrol BS IV Petrol",231002
"Land Rover Rover Range Sport 2.0L S Petrol BS IV Petrol",231002
"Land Rover Rover Range Sport 2.0L Se Petrol BS IV Petrol",231002
"Land Rover Rover Range Sport 3.0L Tdv6 S Diesel BS IV Diesel",231002
"Land Rover Rover Range Sport 3.0L Tdv6 Se Diesel BS IV Diesel",231002
"Land Rover Rover Range Sport 3.0L V6 Hse Petrol BS IV Petrol",231002
"Land Rover Rover Range Sport 3.0L V6 Se Petrol BS IV Petrol",231002
"Land Rover Rover Range Sport 4.4L Sdv8 Hse Diesel BS IV Diesel",231002
"Land Rover Rover Range Sport 5.0L V8 Autobiography Dynamic Petrol  Petrol",231002
"Land Rover Rover Range Sport 5.0L V8 Svr Petrol  Petrol",231002
"Land Rover Rover Range Velar 2.0 Diesel R-Dynamic S BS IV Diesel",231002
"Land Rover Rover Range Velar 2.0 Petrol R-Dynamic S BS IV Petrol",231002
"Lexus Es 300H BS IV Hybrid",231002
"Lexus Lc 500H Coupe BS IV Hybrid",231002
"Lexus Ls 500H Distinct BS IV Hybrid",231002
"Lexus Ls 500H Luxury BS IV Hybrid",231002
"Lexus Ls 500H Ultra Luxury BS IV Hybrid",231002
"Lexus Lx 450D V8 BS IV Diesel",231002
"Lexus Lx 570 V8 BS IV Diesel",231002
"Lexus Nx 300H F-Sport BS IV Petrol",231002
"Lexus Nx 300H Luxury BS IV Petrol",231002
"Lexus Rx 450H 450Hl Luxury BS IV Petrol",231002
"Mahindra Alturas G4 2Wd At BS IV Diesel",231002
"Mahindra Alturas G4 4Wd At  Diesel",231002
"Mahindra Bolero Ex BS IV Diesel",231002
"Mahindra Bolero Ex Non Ac BS IV Diesel",231002
"Mahindra Bolero Power Plus Lx BS IV Diesel",231002
"Mahindra Bolero Power Plus Plus Ac Bs4 Ps BS IV Diesel",231002
"Mahindra Bolero Power Plus Plus Non Ac Bs4 Ps BS III Diesel",231002
"Mahindra Bolero Power Plus Sle BS IV Diesel",231002
"Mahindra Bolero Power Plus Slx BS IV Diesel",231002
"Mahindra Bolero Power Plus Zlx BS IV Diesel",231002
"Mahindra Bolero Sle BS IV Diesel",231002
"Mahindra Bolero Slx BS IV Diesel",231002
"Mahindra Bolero Zlx BS IV Diesel",231002
"Mahindra E Verito D2  Electric",231001
"Mahindra E Verito D4  Electric",231001
"Mahindra E Verito D6  Electric",231001
"Mahindra E2O Plus P4 BS IV Electric",231001
"Mahindra E2O Plus P6 BS IV Electric",231001
"Mahindra Kuv100 Nxt K2 5Str Cng Taxi BS IV Petrol",231001
"Mahindra Kuv100 Nxt K2 6Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K2 6Str Cng Taxi BS IV Petrol",231001
"Mahindra Kuv100 Nxt K2 D 5Str Taxi BS IV Diesel",231001
"Mahindra Kuv100 Nxt K2 D 6Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K2 D 6Str Taxi BS IV Diesel",231001
"Mahindra Kuv100 Nxt K2+ 6Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K2+ D 6Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K4+ 5Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K4+ 6Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K4+ D 5Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K4+ D 6Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K6+ 5Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K6+ 6Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K6+ D 5Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K6+ D 6Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K8 5Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K8 6 Str Dual Tone BS IV Petrol",231001
"Mahindra Kuv100 Nxt K8 6Str BS IV Petrol",231001
"Mahindra Kuv100 Nxt K8 D 5Str BS IV Diesel",231001
"Mahindra Kuv100 Nxt K8 D 6 Str Dual Tone BS IV Diesel",231001
"Mahindra Kuv100 Nxt K8 D 6Str BS IV Diesel",231001
"Mahindra Marazzo M2 7 Str BS IV Diesel",231002
"Mahindra Marazzo M2 8 Str BS IV Diesel",231002
"Mahindra Marazzo M4 7 Str BS IV Diesel",231002
"Mahindra Marazzo M4 8 Str BS IV Diesel",231002
"Mahindra Marazzo M6 7 Str BS IV Diesel",231002
"Mahindra Marazzo M6 8 Str BS IV Diesel",231002
"Mahindra Marazzo M8 7 Str BS IV Diesel",231002
"Mahindra Marazzo M8 8 Str BS IV Diesel",231002
"Mahindra Nuvosport N4 + BS IV Diesel",231002
"Mahindra Nuvosport N4 BS IV Diesel",231002
"Mahindra Nuvosport N6 Amt BS IV Diesel",231002
"Mahindra Nuvosport N6 BS IV Diesel",231002
"Mahindra Nuvosport N8 Amt BS IV Diesel",231002
"Mahindra Nuvosport N8 BS IV Diesel",231002
"Mahindra Scorpio 2Wd Getaway BS IV Diesel",231002
"Mahindra Scorpio 4Wd Getaway BS IV Diesel",231002
"Mahindra Scorpio S11 2Wd BS IV Diesel",231002
"Mahindra Scorpio S11 4Wd BS IV Diesel",231002
"Mahindra Scorpio S3 2Wd BS IV Diesel",231002
"Mahindra Scorpio S5 2Wd BS IV Diesel",231002
"Mahindra Scorpio S7 120 2Wd BS IV Diesel",231002
"Mahindra Scorpio S7 140 2Wd BS IV Diesel",231002
"Mahindra Scorpio S9 2Wd BS IV Diesel",231002
"Mahindra Thar 700 Special Edition BS IV Diesel",231002
"Mahindra Thar Crde Abs BS IV Diesel",231002
"Mahindra Thar Crde BS IV Diesel",231002
"Mahindra Tuv300 Plus P4 BS IV Diesel",231002
"Mahindra Tuv300 Plus P6 BS IV Diesel",231002
"Mahindra Tuv300 Plus P8 BS IV Diesel",231002
"Mahindra Tuv300 T10 (O) BS IV Diesel",231002
"Mahindra Tuv300 T10 (O) Dual Tone BS IV Diesel",231002
"Mahindra Tuv300 T10 BS IV Diesel",231002
"Mahindra Tuv300 T10 Dual Tone BS IV Diesel",231002
"Mahindra Tuv300 T4 Plus BS IV Diesel",231002
"Mahindra Tuv300 T6 Plus BS IV Diesel",231002
"Mahindra Tuv300 T8 BS IV Diesel",231002
"Mahindra Verito 1.5 D2 BS IV Diesel",231001
"Mahindra Verito 1.5 D4 Bs-Iv BS IV Diesel",231001
"Mahindra Verito 1.5 D6 Bs-Iv BS IV Diesel",231001
"Mahindra Verito Vibe D2 BS IV Diesel",231001
"Mahindra Verito Vibe D4 BS IV Diesel",231001
"Mahindra Verito Vibe D6 BS IV Diesel",231001
"Mahindra Xuv300 1.2 W4 BS 6 Petrol",231002
"Mahindra Xuv300 1.2 W6 BS 6 Petrol",231002
"Mahindra Xuv300 1.2 W8 BS 6 Petrol",231002
"Mahindra Xuv300 1.2 W8(O) BS 6 Petrol",231002
"Mahindra Xuv300 1.5 W4 BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W6 Amt BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W6 BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W8 (O) Amt BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W8 (O) BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W8 Amt BS 6 Diesel",231002
"Mahindra Xuv300 1.5 W8 BS 6 Diesel",231002
"Mahindra Xuv500 G At BS IV Petrol",231002
"Mahindra Xuv500 G At BS IV Petrol",231002
"Mahindra Xuv500 W11 (O) At BS IV Diesel",231002
"Mahindra Xuv500 W11 (O) At BS IV Diesel",231002
"Mahindra Xuv500 W11 (O) Awd At BS IV Diesel",231002
"Mahindra Xuv500 W11 (O) Awd BS IV Diesel",231002
"Mahindra Xuv500 W11 (O) BS IV Diesel",231002
"Mahindra Xuv500 W11 (O) BS IV Diesel",231002
"Mahindra Xuv500 W11 At BS IV Diesel",231002
"Mahindra Xuv500 W11 At BS IV Diesel",231002
"Mahindra Xuv500 W11 BS IV Diesel",231002
"Mahindra Xuv500 W11 BS IV Diesel",231002
"Mahindra Xuv500 W3 BS IV Diesel",231002
"Mahindra Xuv500 W7 At BS IV Diesel",231002
"Mahindra Xuv500 W7 At BS IV Diesel",231002
"Mahindra Xuv500 W7 BS IV Diesel",231002
"Mahindra Xuv500 W7 BS IV Diesel",231002
"Mahindra Xuv500 W9 At BS IV Diesel",231002
"Mahindra Xuv500 W9 At BS IV Diesel",231002
"Mahindra Xuv500 W9 BS IV Diesel",231002
"Mahindra Xuv500 W9 BS IV Diesel",231002
"Mahindra Xylo D2 Bs-Iv BS IV Diesel",231002
"Mahindra Xylo D4 Bs-Iv BS IV Diesel",231002
"Mahindra Xylo H4 Abs Bs-Iv BS IV Diesel",231002
"Mahindra Xylo H4 Bs-Iv BS IV Diesel",231002
"Mahindra Xylo H8 Abs Airbags Bs-Iv BS IV Diesel",231002
"Maruti Suzuki Alto 800 Tour H1 (O) BS IV Petrol",231001
"Maruti Suzuki Alto 800 Tour H1 BS IV Petrol",231001
"Maruti Suzuki Alto K10 Lx BS IV Petrol",231001
"Maruti Suzuki Alto K10 Lxi BS IV Petrol",231001
"Maruti Suzuki Alto K10 Lxi Cng (O) BS IV CNG",231001
"Maruti Suzuki Alto K10 Vxi (O) BS IV Petrol",231001
"Maruti Suzuki Alto K10 Vxi Amt (O) BS IV Petrol",231001
"Maruti Suzuki Alto K10 Vxi BS IV Petrol",231001
"Maruti Suzuki Alto Lxi (O) BS 6 Petrol",231001
"Maruti Suzuki Alto Lxi (O) Cng (Cng + BS 6 CNG + Petrol",231001
"Maruti Suzuki Alto Lxi BS 6 Petrol",231001
"Maruti Suzuki Alto Lxi Cng (Cng + BS 6 CNG + Petrol",231001
"Maruti Suzuki Alto Std (O) BS 6 Petrol",231001
"Maruti Suzuki Alto Std BS 6 Petrol",231001
"Maruti Suzuki Alto Vxi BS 6 Petrol",231001
"Maruti Suzuki Alto Vxi Plus BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Alpha BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Alpha Cvt BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Delta BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Delta Cvt BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Delta Dualjet BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Sigma BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Zeta BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Zeta Cvt BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.2 Zeta Dualjet BS 6 Petrol",231001
"Maruti Suzuki Baleno 1.3 Alpha BS IV Diesel",231001
"Maruti Suzuki Baleno 1.3 Delta BS IV Diesel",231001
"Maruti Suzuki Baleno 1.3 Sigma BS IV Diesel",231001
"Maruti Suzuki Baleno 1.3 Zeta BS IV Diesel",231001
"Maruti Suzuki Baleno Rs Rs 1.0 BS IV Petrol",231001
"Maruti Suzuki Celerio Lxi BS 6 Petrol",231001
"Maruti Suzuki Celerio Lxi Mt (O) BS 6 Petrol",231001
"Maruti Suzuki Celerio Tour H2 BS IV Petrol",231001
"Maruti Suzuki Celerio Tour H2 Cng BS IV CNG",231001
"Maruti Suzuki Celerio Vxi (O) Ags BS 6 Petrol",231001
"Maruti Suzuki Celerio Vxi (O) Mt BS 6 Petrol",231001
"Maruti Suzuki Celerio Vxi At BS 6 Petrol",231001
"Maruti Suzuki Celerio Vxi BS 6 Petrol",231001
"Maruti Suzuki Celerio Vxi Cng Mt BS 6 CNG",231001
"Maruti Suzuki Celerio X Vxi (O) BS IV Petrol",231001
"Maruti Suzuki Celerio X Vxi Amt (O) BS IV Petrol",231001
"Maruti Suzuki Celerio X Vxi Amt BS IV Petrol",231001
"Maruti Suzuki Celerio X Vxi BS IV Petrol",231001
"Maruti Suzuki Celerio X Zxi (O) BS IV Petrol",231001
"Maruti Suzuki Celerio X Zxi Amt (O) BS IV Petrol",231001
"Maruti Suzuki Celerio X Zxi Amt BS IV Petrol",231001
"Maruti Suzuki Celerio X Zxi BS IV Petrol",231001
"Maruti Suzuki Celerio Zxi (O) Ags BS 6 Petrol",231001
"Maruti Suzuki Celerio Zxi (Opt) BS 6 Petrol",231001
"Maruti Suzuki Celerio Zxi Ags BS 6 Petrol",231001
"Maruti Suzuki Celerio Zxi BS 6 Petrol",231001
"Maruti Suzuki Ciaz 1.3L Alpha Smart Hybrid BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.3L Delta Smart Hybrid BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.3L Zeta Smart Hybrid BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.5L Alpha At Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Alpha BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.5L Alpha Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Delta At Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Delta BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.5L Delta Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Sigma Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Zeta At Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Ciaz 1.5L Zeta BS IV Diesel",231002
"Maruti Suzuki Ciaz 1.5L Zeta Smart Hybrid BS 6 Petrol",231002
"Maruti Suzuki Dzire Ldi BS IV Diesel",231001
"Maruti Suzuki Dzire Lxi BS IV Petrol",231001
"Maruti Suzuki Dzire Tour Ldi BS IV Diesel",231001
"Maruti Suzuki Dzire Tour Lxi BS IV Petrol",231001
"Maruti Suzuki Dzire Tour Lxi Cng BS IV CNG",231001
"Maruti Suzuki Dzire Vdi Amt BS IV Diesel",231001
"Maruti Suzuki Dzire Vdi BS IV Diesel",231001
"Maruti Suzuki Dzire Vxi Amt BS IV Petrol",231001
"Maruti Suzuki Dzire Vxi BS IV Petrol",231001
"Maruti Suzuki Dzire Zdi Amt BS IV Diesel",231001
"Maruti Suzuki Dzire Zdi BS IV Diesel",231001
"Maruti Suzuki Dzire Zdi Plus Amt BS IV Diesel",231001
"Maruti Suzuki Dzire Zdi Plus BS IV Diesel",231001
"Maruti Suzuki Dzire Zxi At BS IV Petrol",231001
"Maruti Suzuki Dzire Zxi BS IV Petrol",231001
"Maruti Suzuki Dzire Zxi Plus Amt BS IV Petrol",231001
"Maruti Suzuki Dzire Zxi Plus BS IV Petrol",231001
"Maruti Suzuki Eeco 5 Str BS 6 Petrol",231002
"Maruti Suzuki Eeco 5 Str With Ac+Htr BS 6 Petrol",231002
"Maruti Suzuki Eeco 5 Str With Ac+Htr Cng BS 6 CNG",231002
"Maruti Suzuki Eeco 5 Str With Htr Cng BS 6 CNG",231002
"Maruti Suzuki Eeco 7 Str BS 6 Petrol",231002
"Maruti Suzuki Ertiga 1.5L Vdi BS IV Diesel",231002
"Maruti Suzuki Ertiga 1.5L Zdi BS IV Diesel",231002
"Maruti Suzuki Ertiga 1.5L Zdi Plus BS IV Diesel",231002
"Maruti Suzuki Ertiga Lxi BS 6 Petrol",231002
"Maruti Suzuki Ertiga Vxi At BS 6 Petrol",231002
"Maruti Suzuki Ertiga Vxi BS 6 Petrol",231002
"Maruti Suzuki Ertiga Vxi Cng (Cng + BS 6 CNG + Petrol",231002
"Maruti Suzuki Ertiga Zxi At BS 6 Petrol",231002
"Maruti Suzuki Ertiga Zxi BS 6 Petrol",231002
"Maruti Suzuki Ertiga Zxi Plus BS 6 Petrol",231002
"Maruti Suzuki Gypsy Hard Top BS III Petrol",231002
"Maruti Suzuki Gypsy Soft Top BS III Petrol",231002
"Maruti Suzuki Ignis Alpha 1.2 Amt BS IV Petrol",231001
"Maruti Suzuki Ignis Alpha 1.2 Mt BS IV Petrol",231001
"Maruti Suzuki Ignis Delta 1.2 Amt BS IV Petrol",231001
"Maruti Suzuki Ignis Delta 1.2 Mt BS IV Petrol",231001
"Maruti Suzuki Ignis Sigma 1.2 Mt BS IV Petrol",231001
"Maruti Suzuki Ignis Zeta 1.2 Amt BS IV Petrol",231001
"Maruti Suzuki Ignis Zeta 1.2 Mt BS IV Petrol",231001
"Maruti Suzuki Omni 5 Str Bs-Iv BS IV Petrol",231002
"Maruti Suzuki Omni E 8 Str Bs-Iv BS IV Petrol",231002
"Maruti Suzuki R Wagon 1.2L Vxi (O) BS 6 Petrol",231001
"Maruti Suzuki R Wagon 1.2L Vxi Ags (O) BS 6 Petrol",231001
"Maruti Suzuki R Wagon 1.2L Vxi Ags BS 6 Petrol",231001
"Maruti Suzuki R Wagon 1.2L Vxi BS 6 Petrol",231001
"Maruti Suzuki R Wagon 1.2L Zxi Ags BS 6 Petrol",231001
"Maruti Suzuki R Wagon 1.2L Zxi BS 6 Petrol",231001
"Maruti Suzuki R Wagon Lxi (O) BS 6 Petrol",231001
"Maruti Suzuki R Wagon Lxi (O) Cng BS IV CNG",231001
"Maruti Suzuki R Wagon Lxi BS 6 Petrol",231001
"Maruti Suzuki R Wagon Lxi Cng BS IV CNG",231001
"Maruti Suzuki R Wagon Vxi (O) BS 6 Petrol",231001
"Maruti Suzuki R Wagon Vxi Ags (O) BS 6 Petrol",231001
"Maruti Suzuki R Wagon Vxi Ags BS 6 Petrol",231001
"Maruti Suzuki R Wagon Vxi BS 6 Petrol",231001
"Maruti Suzuki S-Cross 1.3L Alpha BS IV Diesel",231002
"Maruti Suzuki S-Cross 1.3L Delta BS IV Diesel",231002
"Maruti Suzuki S-Cross 1.3L Sigma BS IV Diesel",231002
"Maruti Suzuki S-Cross 1.3L Zeta BS IV Diesel",231002
